0.25	0.25	0.25	0.25
0.2	0.2	0.2	0.4
0.2	0.2	0.4	0.2
0.2	0.4	0.2	0.2
0.4	0.2	0.2	0.2
0.15	0.15	0.15	0.55
0.15	0.15	0.35	0.35
0.15	0.15	0.55	0.15
0.15	0.35	0.15	0.35
0.15	0.35	0.35	0.15
0.15	0.55	0.15	0.15
0.35	0.15	0.15	0.35
0.35	0.15	0.35	0.15
0.35	0.35	0.15	0.15
0.55	0.15	0.15	0.15
0.1	0.1	0.1	0.7
0.1	0.1	0.3	0.5
0.1	0.1	0.5	0.3
0.1	0.1	0.7	0.1
0.1	0.3	0.1	0.5
0.1	0.3	0.3	0.3
0.1	0.3	0.5	0.1
0.1	0.5	0.1	0.3
0.1	0.5	0.3	0.1
0.1	0.7	0.1	0.1
0.3	0.1	0.1	0.5
0.3	0.1	0.3	0.3
0.3	0.1	0.5	0.1
0.3	0.3	0.1	0.3
0.3	0.3	0.3	0.1
0.3	0.5	0.1	0.1
0.5	0.1	0.1	0.3
0.5	0.1	0.3	0.1
0.5	0.3	0.1	0.1
0.7	0.1	0.1	0.1
0.05	0.05	0.05	0.85
0.05	0.05	0.25	0.65
0.05	0.05	0.45	0.45
0.05	0.05	0.65	0.25
0.05	0.05	0.85	0.05
0.05	0.25	0.05	0.65
0.05	0.25	0.25	0.45
0.05	0.25	0.45	0.25
0.05	0.25	0.65	0.05
0.05	0.45	0.05	0.45
0.05	0.45	0.25	0.25
0.05	0.45	0.45	0.05
0.05	0.65	0.05	0.25
0.05	0.65	0.25	0.05
0.05	0.85	0.05	0.05
0.25	0.05	0.05	0.65
0.25	0.05	0.25	0.45
0.25	0.05	0.45	0.25
0.25	0.05	0.65	0.05
0.25	0.25	0.05	0.45
0.25	0.25	0.45	0.05
0.25	0.45	0.05	0.25
0.25	0.45	0.25	0.05
0.25	0.65	0.05	0.05
0.45	0.05	0.05	0.45
0.45	0.05	0.25	0.25
0.45	0.05	0.45	0.05
0.45	0.25	0.05	0.25
0.45	0.25	0.25	0.05
0.45	0.45	0.05	0.05
0.65	0.05	0.05	0.25
0.65	0.05	0.25	0.05
0.65	0.25	0.05	0.05
0.85	0.05	0.05	0.05
1e-06	1e-06	1e-06	1
1e-06	1e-06	0.2	0.8
1e-06	1e-06	0.4	0.6
1e-06	1e-06	0.6	0.4
1e-06	1e-06	0.8	0.2
1e-06	1e-06	1	1e-06
1e-06	0.2	1e-06	0.8
1e-06	0.2	0.2	0.6
1e-06	0.2	0.4	0.4
1e-06	0.2	0.6	0.2
1e-06	0.2	0.8	1e-06
1e-06	0.4	1e-06	0.6
1e-06	0.4	0.2	0.4
1e-06	0.4	0.4	0.2
1e-06	0.4	0.6	1e-06
1e-06	0.6	1e-06	0.4
1e-06	0.6	0.2	0.2
1e-06	0.6	0.4	1e-06
1e-06	0.8	1e-06	0.2
1e-06	0.8	0.2	1e-06
1e-06	1	1e-06	1e-06
0.2	1e-06	1e-06	0.8
0.2	1e-06	0.2	0.6
0.2	1e-06	0.4	0.4
0.2	1e-06	0.6	0.2
0.2	1e-06	0.8	1e-06
0.2	0.2	1e-06	0.6
0.2	0.2	0.6	1e-06
0.2	0.4	1e-06	0.4
0.2	0.4	0.4	1e-06
0.2	0.6	1e-06	0.2
0.2	0.6	0.2	1e-06
0.2	0.8	1e-06	1e-06
0.4	1e-06	1e-06	0.6
0.4	1e-06	0.2	0.4
0.4	1e-06	0.4	0.2
0.4	1e-06	0.6	1e-06
0.4	0.2	1e-06	0.4
0.4	0.2	0.4	1e-06
0.4	0.4	1e-06	0.2
0.4	0.4	0.2	1e-06
0.4	0.6	1e-06	1e-06
0.6	1e-06	1e-06	0.4
0.6	1e-06	0.2	0.2
0.6	1e-06	0.4	1e-06
0.6	0.2	1e-06	0.2
0.6	0.2	0.2	1e-06
0.6	0.4	1e-06	1e-06
0.8	1e-06	1e-06	0.2
0.8	1e-06	0.2	1e-06
0.8	0.2	1e-06	1e-06
1	1e-06	1e-06	1e-06
