0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125
0.09375	0.09375	0.09375	0.09375	0.09375	0.09375	0.09375	0.34375
0.09375	0.09375	0.09375	0.09375	0.09375	0.09375	0.34375	0.09375
0.09375	0.09375	0.09375	0.09375	0.09375	0.34375	0.09375	0.09375
0.09375	0.09375	0.09375	0.09375	0.34375	0.09375	0.09375	0.09375
0.09375	0.09375	0.09375	0.34375	0.09375	0.09375	0.09375	0.09375
0.09375	0.09375	0.34375	0.09375	0.09375	0.09375	0.09375	0.09375
0.09375	0.34375	0.09375	0.09375	0.09375	0.09375	0.09375	0.09375
0.34375	0.09375	0.09375	0.09375	0.09375	0.09375	0.09375	0.09375
0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.5625
0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.3125	0.3125
0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.5625	0.0625
0.0625	0.0625	0.0625	0.0625	0.0625	0.3125	0.0625	0.3125
0.0625	0.0625	0.0625	0.0625	0.0625	0.3125	0.3125	0.0625
0.0625	0.0625	0.0625	0.0625	0.0625	0.5625	0.0625	0.0625
0.0625	0.0625	0.0625	0.0625	0.3125	0.0625	0.0625	0.3125
0.0625	0.0625	0.0625	0.0625	0.3125	0.0625	0.3125	0.0625
0.0625	0.0625	0.0625	0.0625	0.3125	0.3125	0.0625	0.0625
0.0625	0.0625	0.0625	0.0625	0.5625	0.0625	0.0625	0.0625
0.0625	0.0625	0.0625	0.3125	0.0625	0.0625	0.0625	0.3125
0.0625	0.0625	0.0625	0.3125	0.0625	0.0625	0.3125	0.0625
0.0625	0.0625	0.0625	0.3125	0.0625	0.3125	0.0625	0.0625
0.0625	0.0625	0.0625	0.3125	0.3125	0.0625	0.0625	0.0625
0.0625	0.0625	0.0625	0.5625	0.0625	0.0625	0.0625	0.0625
0.0625	0.0625	0.3125	0.0625	0.0625	0.0625	0.0625	0.3125
0.0625	0.0625	0.3125	0.0625	0.0625	0.0625	0.3125	0.0625
0.0625	0.0625	0.3125	0.0625	0.0625	0.3125	0.0625	0.0625
0.0625	0.0625	0.3125	0.0625	0.3125	0.0625	0.0625	0.0625
0.0625	0.0625	0.3125	0.3125	0.0625	0.0625	0.0625	0.0625
0.0625	0.0625	0.5625	0.0625	0.0625	0.0625	0.0625	0.0625
0.0625	0.3125	0.0625	0.0625	0.0625	0.0625	0.0625	0.3125
0.0625	0.3125	0.0625	0.0625	0.0625	0.0625	0.3125	0.0625
0.0625	0.3125	0.0625	0.0625	0.0625	0.3125	0.0625	0.0625
0.0625	0.3125	0.0625	0.0625	0.3125	0.0625	0.0625	0.0625
0.0625	0.3125	0.0625	0.3125	0.0625	0.0625	0.0625	0.0625
0.0625	0.3125	0.3125	0.0625	0.0625	0.0625	0.0625	0.0625
0.0625	0.5625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
0.3125	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.3125
0.3125	0.0625	0.0625	0.0625	0.0625	0.0625	0.3125	0.0625
0.3125	0.0625	0.0625	0.0625	0.0625	0.3125	0.0625	0.0625
0.3125	0.0625	0.0625	0.0625	0.3125	0.0625	0.0625	0.0625
0.3125	0.0625	0.0625	0.3125	0.0625	0.0625	0.0625	0.0625
0.3125	0.0625	0.3125	0.0625	0.0625	0.0625	0.0625	0.0625
0.3125	0.3125	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
0.5625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625
0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.78125
0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.28125	0.53125
0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.53125	0.28125
0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.78125	0.03125
0.03125	0.03125	0.03125	0.03125	0.03125	0.28125	0.03125	0.53125
0.03125	0.03125	0.03125	0.03125	0.03125	0.28125	0.28125	0.28125
0.03125	0.03125	0.03125	0.03125	0.03125	0.28125	0.53125	0.03125
0.03125	0.03125	0.03125	0.03125	0.03125	0.53125	0.03125	0.28125
0.03125	0.03125	0.03125	0.03125	0.03125	0.53125	0.28125	0.03125
0.03125	0.03125	0.03125	0.03125	0.03125	0.78125	0.03125	0.03125
0.03125	0.03125	0.03125	0.03125	0.28125	0.03125	0.03125	0.53125
0.03125	0.03125	0.03125	0.03125	0.28125	0.03125	0.28125	0.28125
0.03125	0.03125	0.03125	0.03125	0.28125	0.03125	0.53125	0.03125
0.03125	0.03125	0.03125	0.03125	0.28125	0.28125	0.03125	0.28125
0.03125	0.03125	0.03125	0.03125	0.28125	0.28125	0.28125	0.03125
0.03125	0.03125	0.03125	0.03125	0.28125	0.53125	0.03125	0.03125
0.03125	0.03125	0.03125	0.03125	0.53125	0.03125	0.03125	0.28125
0.03125	0.03125	0.03125	0.03125	0.53125	0.03125	0.28125	0.03125
0.03125	0.03125	0.03125	0.03125	0.53125	0.28125	0.03125	0.03125
0.03125	0.03125	0.03125	0.03125	0.78125	0.03125	0.03125	0.03125
0.03125	0.03125	0.03125	0.28125	0.03125	0.03125	0.03125	0.53125
0.03125	0.03125	0.03125	0.28125	0.03125	0.03125	0.28125	0.28125
0.03125	0.03125	0.03125	0.28125	0.03125	0.03125	0.53125	0.03125
