0.333333333333333	0.333333333333333	0.333333333333333
0.25	0.25	0.5
0.25	0.5	0.25
0.5	0.25	0.25
0.166666666666667	0.166666666666667	0.666666666666667
0.166666666666667	0.416666666666667	0.416666666666667
0.166666666666667	0.666666666666667	0.166666666666667
0.416666666666667	0.166666666666667	0.416666666666667
0.416666666666667	0.416666666666667	0.166666666666667
0.666666666666667	0.166666666666667	0.166666666666667
0.0833333333333333	0.0833333333333333	0.833333333333333
0.0833333333333333	0.333333333333333	0.583333333333333
0.0833333333333333	0.583333333333333	0.333333333333333
0.0833333333333333	0.833333333333333	0.0833333333333333
0.333333333333333	0.0833333333333333	0.583333333333333
0.333333333333333	0.583333333333333	0.0833333333333333
0.583333333333333	0.0833333333333333	0.333333333333333
0.583333333333333	0.333333333333333	0.0833333333333333
0.833333333333333	0.0833333333333333	0.0833333333333333
1e-06	1e-06	1
1e-06	0.25	0.75
1e-06	0.5	0.5
1e-06	0.75	0.25
1e-06	1	1e-06
0.25	1e-06	0.75
0.25	0.75	1e-06
0.5	1e-06	0.5
0.5	0.5	1e-06
0.75	1e-06	0.25
0.75	0.25	1e-06
1	1e-06	1e-06
