0.2	0.2	0.2	0.2	0.2
0.1	0.1	0.1	0.1	0.6
0.1	0.1	0.1	0.6	0.1
0.1	0.1	0.6	0.1	0.1
0.1	0.6	0.1	0.1	0.1
0.6	0.1	0.1	0.1	0.1
1e-06	1e-06	1e-06	1e-06	1
1e-06	1e-06	1e-06	0.5	0.5
1e-06	1e-06	1e-06	1	1e-06
1e-06	1e-06	0.5	1e-06	0.5
1e-06	1e-06	0.5	0.5	1e-06
1e-06	1e-06	1	1e-06	1e-06
1e-06	0.5	1e-06	1e-06	0.5
1e-06	0.5	1e-06	0.5	1e-06
1e-06	0.5	0.5	1e-06	1e-06
1e-06	1	1e-06	1e-06	1e-06
0.5	1e-06	1e-06	1e-06	0.5
0.5	1e-06	1e-06	0.5	1e-06
0.5	1e-06	0.5	1e-06	1e-06
0.5	0.5	1e-06	1e-06	1e-06
1	1e-06	1e-06	1e-06	1e-06
