0.25	0.25	0.25	0.25
0.1875	0.1875	0.1875	0.4375
0.1875	0.1875	0.4375	0.1875
0.1875	0.4375	0.1875	0.1875
0.4375	0.1875	0.1875	0.1875
0.125	0.125	0.125	0.625
0.125	0.125	0.375	0.375
0.125	0.125	0.625	0.125
0.125	0.375	0.125	0.375
0.125	0.375	0.375	0.125
0.125	0.625	0.125	0.125
0.375	0.125	0.125	0.375
0.375	0.125	0.375	0.125
0.375	0.375	0.125	0.125
0.625	0.125	0.125	0.125
0.0625	0.0625	0.0625	0.8125
0.0625	0.0625	0.3125	0.5625
0.0625	0.0625	0.5625	0.3125
0.0625	0.0625	0.8125	0.0625
0.0625	0.3125	0.0625	0.5625
0.0625	0.3125	0.3125	0.3125
0.0625	0.3125	0.5625	0.0625
0.0625	0.5625	0.0625	0.3125
0.0625	0.5625	0.3125	0.0625
0.0625	0.8125	0.0625	0.0625
0.3125	0.0625	0.0625	0.5625
0.3125	0.0625	0.3125	0.3125
0.3125	0.0625	0.5625	0.0625
0.3125	0.3125	0.0625	0.3125
0.3125	0.3125	0.3125	0.0625
0.3125	0.5625	0.0625	0.0625
0.5625	0.0625	0.0625	0.3125
0.5625	0.0625	0.3125	0.0625
0.5625	0.3125	0.0625	0.0625
0.8125	0.0625	0.0625	0.0625
1e-06	1e-06	1e-06	1
1e-06	1e-06	0.25	0.75
1e-06	1e-06	0.5	0.5
1e-06	1e-06	0.75	0.25
1e-06	1e-06	1	1e-06
1e-06	0.25	1e-06	0.75
1e-06	0.25	0.25	0.5
1e-06	0.25	0.5	0.25
1e-06	0.25	0.75	1e-06
1e-06	0.5	1e-06	0.5
1e-06	0.5	0.25	0.25
1e-06	0.5	0.5	1e-06
1e-06	0.75	1e-06	0.25
1e-06	0.75	0.25	1e-06
1e-06	1	1e-06	1e-06
0.25	1e-06	1e-06	0.75
0.25	1e-06	0.25	0.5
0.25	1e-06	0.5	0.25
0.25	1e-06	0.75	1e-06
0.25	0.25	1e-06	0.5
0.25	0.25	0.5	1e-06
0.25	0.5	1e-06	0.25
0.25	0.5	0.25	1e-06
0.25	0.75	1e-06	1e-06
0.5	1e-06	1e-06	0.5
0.5	1e-06	0.25	0.25
0.5	1e-06	0.5	1e-06
0.5	0.25	1e-06	0.25
0.5	0.25	0.25	1e-06
0.5	0.5	1e-06	1e-06
0.75	1e-06	1e-06	0.25
0.75	1e-06	0.25	1e-06
0.75	0.25	1e-06	1e-06
1	1e-06	1e-06	1e-06
