0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.55
0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.55	0.05
0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.55	0.05	0.05
0.05	0.05	0.05	0.05	0.05	0.05	0.55	0.05	0.05	0.05
0.05	0.05	0.05	0.05	0.05	0.55	0.05	0.05	0.05	0.05
0.05	0.05	0.05	0.05	0.55	0.05	0.05	0.05	0.05	0.05
0.05	0.05	0.05	0.55	0.05	0.05	0.05	0.05	0.05	0.05
0.05	0.05	0.55	0.05	0.05	0.05	0.05	0.05	0.05	0.05
0.05	0.55	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
0.55	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.5	0.5
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1	1e-06
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.5	1e-06	0.5
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.5	0.5	1e-06
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1	1e-06	1e-06
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.5	1e-06	1e-06	0.5
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.5	1e-06	0.5	1e-06
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.5	0.5	1e-06	1e-06
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1	1e-06	1e-06	1e-06
1e-06	1e-06	1e-06	1e-06	1e-06	0.5	1e-06	1e-06	1e-06	0.5
1e-06	1e-06	1e-06	1e-06	1e-06	0.5	1e-06	1e-06	0.5	1e-06
1e-06	1e-06	1e-06	1e-06	1e-06	0.5	1e-06	0.5	1e-06	1e-06
1e-06	1e-06	1e-06	1e-06	1e-06	0.5	0.5	1e-06	1e-06	1e-06
1e-06	1e-06	1e-06	1e-06	1e-06	1	1e-06	1e-06	1e-06	1e-06
1e-06	1e-06	1e-06	1e-06	0.5	1e-06	1e-06	1e-06	1e-06	0.5
1e-06	1e-06	1e-06	1e-06	0.5	1e-06	1e-06	1e-06	0.5	1e-06
1e-06	1e-06	1e-06	1e-06	0.5	1e-06	1e-06	0.5	1e-06	1e-06
1e-06	1e-06	1e-06	1e-06	0.5	1e-06	0.5	1e-06	1e-06	1e-06
1e-06	1e-06	1e-06	1e-06	0.5	0.5	1e-06	1e-06	1e-06	1e-06
1e-06	1e-06	1e-06	1e-06	1	1e-06	1e-06	1e-06	1e-06	1e-06
1e-06	1e-06	1e-06	0.5	1e-06	1e-06	1e-06	1e-06	1e-06	0.5
1e-06	1e-06	1e-06	0.5	1e-06	1e-06	1e-06	1e-06	0.5	1e-06
1e-06	1e-06	1e-06	0.5	1e-06	1e-06	1e-06	0.5	1e-06	1e-06
1e-06	1e-06	1e-06	0.5	1e-06	1e-06	0.5	1e-06	1e-06	1e-06
1e-06	1e-06	1e-06	0.5	1e-06	0.5	1e-06	1e-06	1e-06	1e-06
1e-06	1e-06	1e-06	0.5	0.5	1e-06	1e-06	1e-06	1e-06	1e-06
1e-06	1e-06	1e-06	1	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
1e-06	1e-06	0.5	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.5
1e-06	1e-06	0.5	1e-06	1e-06	1e-06	1e-06	1e-06	0.5	1e-06
1e-06	1e-06	0.5	1e-06	1e-06	1e-06	1e-06	0.5	1e-06	1e-06
1e-06	1e-06	0.5	1e-06	1e-06	1e-06	0.5	1e-06	1e-06	1e-06
1e-06	1e-06	0.5	1e-06	1e-06	0.5	1e-06	1e-06	1e-06	1e-06
1e-06	1e-06	0.5	1e-06	0.5	1e-06	1e-06	1e-06	1e-06	1e-06
1e-06	1e-06	0.5	0.5	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
1e-06	1e-06	1	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
1e-06	0.5	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.5
1e-06	0.5	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.5	1e-06
1e-06	0.5	1e-06	1e-06	1e-06	1e-06	1e-06	0.5	1e-06	1e-06
1e-06	0.5	1e-06	1e-06	1e-06	1e-06	0.5	1e-06	1e-06	1e-06
1e-06	0.5	1e-06	1e-06	1e-06	0.5	1e-06	1e-06	1e-06	1e-06
1e-06	0.5	1e-06	1e-06	0.5	1e-06	1e-06	1e-06	1e-06	1e-06
1e-06	0.5	1e-06	0.5	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
1e-06	0.5	0.5	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
1e-06	1	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
0.5	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.5
0.5	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.5	1e-06
0.5	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.5	1e-06	1e-06
0.5	1e-06	1e-06	1e-06	1e-06	1e-06	0.5	1e-06	1e-06	1e-06
0.5	1e-06	1e-06	1e-06	1e-06	0.5	1e-06	1e-06	1e-06	1e-06
0.5	1e-06	1e-06	1e-06	0.5	1e-06	1e-06	1e-06	1e-06	1e-06
0.5	1e-06	1e-06	0.5	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
0.5	1e-06	0.5	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
0.5	0.5	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
1	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
