0.2	0.2	0.2	0.2	0.2
0.15	0.15	0.15	0.15	0.4
0.15	0.15	0.15	0.4	0.15
0.15	0.15	0.4	0.15	0.15
0.15	0.4	0.15	0.15	0.15
0.4	0.15	0.15	0.15	0.15
0.1	0.1	0.1	0.1	0.6
0.1	0.1	0.1	0.35	0.35
0.1	0.1	0.1	0.6	0.1
0.1	0.1	0.35	0.1	0.35
0.1	0.1	0.35	0.35	0.1
0.1	0.1	0.6	0.1	0.1
0.1	0.35	0.1	0.1	0.35
0.1	0.35	0.1	0.35	0.1
0.1	0.35	0.35	0.1	0.1
0.1	0.6	0.1	0.1	0.1
0.35	0.1	0.1	0.1	0.35
0.35	0.1	0.1	0.35	0.1
0.35	0.1	0.35	0.1	0.1
0.35	0.35	0.1	0.1	0.1
0.6	0.1	0.1	0.1	0.1
0.05	0.05	0.05	0.05	0.8
0.05	0.05	0.05	0.3	0.55
0.05	0.05	0.05	0.55	0.3
0.05	0.05	0.05	0.8	0.05
0.05	0.05	0.3	0.05	0.55
0.05	0.05	0.3	0.3	0.3
0.05	0.05	0.3	0.55	0.05
0.05	0.05	0.55	0.05	0.3
0.05	0.05	0.55	0.3	0.05
0.05	0.05	0.8	0.05	0.05
0.05	0.3	0.05	0.05	0.55
0.05	0.3	0.05	0.3	0.3
0.05	0.3	0.05	0.55	0.05
0.05	0.3	0.3	0.05	0.3
0.05	0.3	0.3	0.3	0.05
0.05	0.3	0.55	0.05	0.05
0.05	0.55	0.05	0.05	0.3
0.05	0.55	0.05	0.3	0.05
0.05	0.55	0.3	0.05	0.05
0.05	0.8	0.05	0.05	0.05
0.3	0.05	0.05	0.05	0.55
0.3	0.05	0.05	0.3	0.3
0.3	0.05	0.05	0.55	0.05
0.3	0.05	0.3	0.05	0.3
0.3	0.05	0.3	0.3	0.05
0.3	0.05	0.55	0.05	0.05
0.3	0.3	0.05	0.05	0.3
0.3	0.3	0.05	0.3	0.05
0.3	0.3	0.3	0.05	0.05
0.3	0.55	0.05	0.05	0.05
0.55	0.05	0.05	0.05	0.3
0.55	0.05	0.05	0.3	0.05
0.55	0.05	0.3	0.05	0.05
0.55	0.3	0.05	0.05	0.05
0.8	0.05	0.05	0.05	0.05
1e-06	1e-06	1e-06	1e-06	1
1e-06	1e-06	1e-06	0.25	0.75
1e-06	1e-06	1e-06	0.5	0.5
1e-06	1e-06	1e-06	0.75	0.25
1e-06	1e-06	1e-06	1	1e-06
1e-06	1e-06	0.25	1e-06	0.75
1e-06	1e-06	0.25	0.25	0.5
1e-06	1e-06	0.25	0.5	0.25
1e-06	1e-06	0.25	0.75	1e-06
1e-06	1e-06	0.5	1e-06	0.5
1e-06	1e-06	0.5	0.25	0.25
1e-06	1e-06	0.5	0.5	1e-06
1e-06	1e-06	0.75	1e-06	0.25
1e-06	1e-06	0.75	0.25	1e-06
1e-06	1e-06	1	1e-06	1e-06
1e-06	0.25	1e-06	1e-06	0.75
1e-06	0.25	1e-06	0.25	0.5
1e-06	0.25	1e-06	0.5	0.25
1e-06	0.25	1e-06	0.75	1e-06
1e-06	0.25	0.25	1e-06	0.5
1e-06	0.25	0.25	0.25	0.25
1e-06	0.25	0.25	0.5	1e-06
1e-06	0.25	0.5	1e-06	0.25
1e-06	0.25	0.5	0.25	1e-06
1e-06	0.25	0.75	1e-06	1e-06
1e-06	0.5	1e-06	1e-06	0.5
1e-06	0.5	1e-06	0.25	0.25
1e-06	0.5	1e-06	0.5	1e-06
1e-06	0.5	0.25	1e-06	0.25
1e-06	0.5	0.25	0.25	1e-06
1e-06	0.5	0.5	1e-06	1e-06
1e-06	0.75	1e-06	1e-06	0.25
1e-06	0.75	1e-06	0.25	1e-06
1e-06	0.75	0.25	1e-06	1e-06
1e-06	1	1e-06	1e-06	1e-06
0.25	1e-06	1e-06	1e-06	0.75
0.25	1e-06	1e-06	0.25	0.5
0.25	1e-06	1e-06	0.5	0.25
0.25	1e-06	1e-06	0.75	1e-06
0.25	1e-06	0.25	1e-06	0.5
0.25	1e-06	0.25	0.25	0.25
0.25	1e-06	0.25	0.5	1e-06
0.25	1e-06	0.5	1e-06	0.25
0.25	1e-06	0.5	0.25	1e-06
0.25	1e-06	0.75	1e-06	1e-06
0.25	0.25	1e-06	1e-06	0.5
0.25	0.25	1e-06	0.25	0.25
0.25	0.25	1e-06	0.5	1e-06
0.25	0.25	0.25	1e-06	0.25
0.25	0.25	0.25	0.25	1e-06
0.25	0.25	0.5	1e-06	1e-06
0.25	0.5	1e-06	1e-06	0.25
0.25	0.5	1e-06	0.25	1e-06
0.25	0.5	0.25	1e-06	1e-06
0.25	0.75	1e-06	1e-06	1e-06
0.5	1e-06	1e-06	1e-06	0.5
0.5	1e-06	1e-06	0.25	0.25
0.5	1e-06	1e-06	0.5	1e-06
0.5	1e-06	0.25	1e-06	0.25
0.5	1e-06	0.25	0.25	1e-06
0.5	1e-06	0.5	1e-06	1e-06
0.5	0.25	1e-06	1e-06	0.25
0.5	0.25	1e-06	0.25	1e-06
0.5	0.25	0.25	1e-06	1e-06
0.5	0.5	1e-06	1e-06	1e-06
0.75	1e-06	1e-06	1e-06	0.25
0.75	1e-06	1e-06	0.25	1e-06
0.75	1e-06	0.25	1e-06	1e-06
0.75	0.25	1e-06	1e-06	1e-06
1	1e-06	1e-06	1e-06	1e-06
